idsupermercado;nombreproducto;precioproducto;precioporunidadproducto
2;Croquetas de cocido Hacendado ultracongeladas;2.00;5.71
2;Delicias de pollo Hacendado ultracongeladas;3.70;7.40
2;San Jacobos empanados de york y queso Hacendado ultracongelados;1.35;3.86
2;Croquetas de jamón Hacendado ultracongeladas;1.25;2.50
2;Relleno para kebab con carne de pollo asado Hacendado ultracongelado;3.50;11.67
2;Nuggets de pavo Hacendado ultracongelados;3.40;8.50
2;Croquetas caprichos de jamón Hacendado ultracongeladas;2.85;5.70
2;Pollo marinado rebozado Crispy American Style Hacendado ultracongelado;4.90;9.80
2;Albóndigas de bacalao Camós congeladas;2.10;5.25
2;Aritos de surimi a la romana Hacendado ultracongelados;2.95;4.92
2;Merluza empanada pan fino Hacendado ultracongelada;3.95;7.75
2;Filetes de merluza al huevo Hacendado ultracongelados;5.15;8.58
2;Varitas de merluza empanadas Hacendado ultracongeladas;3.75;9.38
2;Empanadillas de atún Hacendado ultracongeladas;2.00;4.00
2;Rabas empanadas Hacendado ultracongeladas;4.25;8.50
2;Anillas de pota a la romana Hacendado ultracongeladas;4.30;8.60
2;Muslitos de surimi Hacendado ultracongelados;2.60;5.78
2;Palitos de merluza a la romana Hacendado ultracongelados;2.75;5.50
2;Figuritas de merluza empanadas Hacendado ultracongeladas;3.55;7.10
2;Chipirones enharinados Hacendado ultracongelado;5.05;14.43
2;Langostino caballitos rebozados Hacendado ultracongelados;3.25;10.83
2;Filetes de boquerón en tempura Hacendado ultracongelado;3.75;9.38
2;Rollitos primavera Hacendado ultracongelados;1.55;5.17
2;Fingers de queso Hacendado ultracongelados;2.40;8.00
2;Tequeños de queso Hacendado ultracongelados;4.80;10.00
2;Tarta carrot cake Hacendado congelada;11.00;12.50
2;Tarta red velvet Hacendado congelada;9.50;13.57
2;Tarta Ferrer bombón crujiente Hacendado congelada;9.50;13.38
2;Tarta tres chocolates Hacendado congelada;9.20;10.45
2;Mousse de queso Hacendado congelado;7.90;15.19
2;Tarta de la abuela Hacendado congelada;8.80;10.67
2;Tarta San Marcos Hacendado congelada;12.90;7.82
2;Tarta San Marcos Hacendado congelada;9.00;11.84
2;Tarta selva negra Hacendado congelada;14.90;7.84
2;Trenza hojaldre de mantequilla Hacendado congelada;6.50;15.12
2;Tarta Cookies & Cream Hacendado congelada;10.60;12.77
2;Tarta de queso Hacendado congelada;10.00;11.36
2;Tarta infantil Paw Patrol Hacendado congelada;8.50;13.39
2;Tarta infantil Tesia and Friends Hacendado congelada;13.80;9.86
2;Tarta infantil balón de fútbol Hacendado congelada;13.80;9.86
2;Churros Hacendado ultracongelados;1.50;3.00
2;Porras Hacendado congeladas;2.00;8.33
2;Crepes Hacendado ultracongelados;2.45;6.13
2;Mix de frutos rojos Hacendado ultracongeladas;1.66;5.53
2;Fresas enteras Hacendado ultracongeladas;1.90;6.33
2;Arándanos enteros Hacendado ultracongelados;2.15;7.17
2;Mix frutas tropical Hacendado ultracongeladas;2.75;6.11
2;Verdura para paella Hacendado ultracongelada;0.95;2.11
2;Ensaladilla Hacendado ultracongelada;1.36;1.36
2;Garrofón Hacendado ultracongelado;1.56;3.47
2;Garbanzo Hacendado ultracongelado;1.36;3.02
2;Guisante muy tierno Hacendado ultracongelado;1.05;3.50
2;Guisante fino Hacendado ultracongelado;1.65;1.65
2;Judía verde plana Hacendado ultracongelada;1.60;1.60
2;Cebolla troceada Hacendado ultracongelada;1.04;2.31
2;Judía verde redonda Hacendado ultracongelada;1.60;1.60
2;Ajo tierno Hacendado ultracongelado;2.05;6.83
2;Alcachofa troceada Hacendado ultracongelada;2.65;6.63
2;Espinaca en porciones Hacendado ultracongelada;1.00;2.22
2;Espinaca picada en porciones Hacendado ultracongelada;1.31;2.62
2;Menestra de verduras Hacendado ultracongelada;1.83;1.83
2;Relleno fajitas pollo. pimientos y cebolla Hacendado ultracongelado;1.95;6.50
2;Habitas muy tiernas Hacendado ultracongeladas;2.92;9.73
2;Haba fina Hacendado ultracongelada;1.19;2.64
2;Haba baby Hacendado ultracongelada;1.74;3.87
2;Salteado de setas Hacendado ultracongeladas;1.61;3.58
2;Pimiento rojo y verde Hacendado ultracongelado;1.30;2.89
2;Salteado de verduras asadas Hacendado ultracongeladas;1.70;4.25
2;Parrillada de verduras Hacendado ultracongeladas;1.55;3.88
2;Maíz dulce Hacendado ultracongelado;1.24;3.10
2;Espárrago verde troceado Hacendado ultracongelado;2.50;8.33
2;Salteado de gambas. espárragos verdes. ajos tiernos. champiñón y cebolla Hacendado ultracongelado;2.90;6.44
2;Brócoli Hacendado ultracongelado;2.10;2.10
2;Salteado de pollo Hacendado ultracongelado;2.00;4.44
2;Cardo Hacendado ultracongelado;1.65;3.67
2;Salteado de patata y salchicha Hacendado ultracongelado;1.90;4.22
2;Ajo troceado Hacendado ultracongelado;1.04;6.93
2;Pimientos del piquillo rellenos de bacalao Hacendado ultracongelados;2.10;11.35
2;Tempura de verduras Hacendado ultracongelada;2.70;6.75
2;Pisto de verduras Hacendado ultracongelado;2.10;4.67
2;Rollitos primavera Hacendado ultracongelados;1.55;5.17
2;Coliflor. brócoli y zanahoria Hacendado ultracongelada;2.00;2.00
2;Coles de Bruselas Hacendado ultracongeladas;1.66;3.69
2;Coliflor Hacendado ultracongelada;2.13;2.13
2;Edamame soja verde Hacendado ultracongelada;1.73;3.46
2;Wok de verduras asiático Hacendado ultracongelado;2.60;4.33
2;Wakame ensalada de alga marina Hacendado congelada;1.70;13.60
2;Espinacas a la crema Hacendado ultracongeladas;2.20;4.89
2;Salteado de verduras Hacendado ultracongelado;1.45;2.42
2;Migas de coliflor Hacendado ultracongeladas;1.55;3.44
2;Gyozas de pollo y verduras Hacendado congeladas;2.15;9.35
2;Patatas prefritas corte fino Hacendado ultracongeladas;1.93;1.93
2;Patatas prefritas corte grueso Hacendado ultracongeladas;3.10;1.55
2;Patatas prefritas gajo Hacendado ultracongeladas;1.80;2.40
2;Patatas prefritas Waffle fries Lambweston ultracongeladas;2.40;4.00
2;Patatas fritas horno y air fryer Hacendado ultracongeladas;2.10;2.80
2;Atún en aceite de girasol Hacendado;6.50;7.22
2;Atún claro en aceite de girasol Hacendado;4.30;8.96
2;Atún claro en aceite de girasol Hacendado;2.70;11.25
2;Atún en aceite de oliva Hacendado;7.70;8.56
2;Atún claro en aceite de oliva Hacendado;4.90;10.21
2;Atún claro en aceite de oliva Hacendado;1.55;13.96
2;Atún claro al natural Hacendado;4.20;8.75
2;Atún claro en escabeche blanco Hacendado;4.70;9.79
2;Atún claro en aceite de oliva Hacendado;3.70;18.97
2;Atún en salsa de tomate Hacendado;2.10;8.75
2;Ventresca de atún claro en aceite de oliva Hacendado;3.30;29.73
2;Migas de bonito del norte en aceite de oliva Hacendado;2.70;11.25
2;Bonito del norte en aceite de oliva Hacendado;3.30;14.86
2;Filetes de bonito del norte en aceite de oliva Hacendado;7.85;19.63
2;Filetes de caballa del sur en aceite de oliva Hacendado;2.10;11.67
2;Filetes de caballa del sur en tomate Hacendado;1.80;10.00
2;Filetes de caballa del sur bajo contenido en sal Hacendado en aceite de oliva;2.50;13.89
2;Filetes de melva en aceite de oliva Hacendado;1.85;15.42
2;Filetes de melva canutera con pimientos del piquillo Hacendado en aceite de oliva;1.80;20.00
2;Sardinas en aceite de oliva Hacendado;2.10;8.97
2;Sardinillas en aceite de oliva Hacendado;2.00;11.11
2;Sardinillas reducidas en sal en aceite de oliva Hacendado;2.00;11.11
2;Sardinillas en tomate Hacendado;1.60;8.89
2;Sardinillas picantes en aceite de girasol Hacendado;1.75;9.72
2;Sardinillas en escabeche Hacendado;1.85;10.28
2;Calamar en salsa americana Hacendado;2.80;11.67
2;Calamar en tinta Hacendado;3.10;12.92
2;Tacos de pota al ajillo Hacendado;3.55;14.79
2;Salmón al natural Hacendado;3.65;15.21
2;Chipirones rellenos enteros en aceite de girasol Hacendado;2.25;19.57
2;Berberechos al natural S Hacendado;2.80;25.23
2;Berberechos al natural M Hacendado;3.95;35.59
2;Almejones al natural Hacendado;1.20;10.81
2;Zamburiñas en salsa de vieira Hacendado;1.95;17.57
2;Mejillones de Chile en escabeche Hacendado pequeños;2.60;7.43
2;Mejillones en escabeche Hacendado pequeños;1.80;16.22
2;Mejillones en escabeche Hacendado medianos;2.50;22.52
2;Mejillones al natural Hacendado pequeños;1.70;15.32
2;Mejillones picantes en escabeche Hacendado pequeños;1.75;15.77
2;Mejillones en salsa de vieira Hacendado pequeños;1.90;17.12
2;Maíz dulce Hacendado;1.60;3.56
2;Maíz dulce Hacendado;1.25;5.56
2;Espárragos cortos Hacendado;1.50;7.50
2;Espárragos medianos Hacendado;1.85;5.36
2;Espárragos muy gruesos Hacendado enteros;2.90;5.37
2;Champiñones laminados Hacendado;1.00;2.82
2;Champiñón laminado Hacendado;1.80;4.00
2;Champiñón entero Hacendado;1.45;4.08
2;Pimientos del piquillo enteros Hacendado extra;1.45;4.26
2;Guisantes extra Hacendado;0.90;2.31
2;Guisantes extra Hacendado;1.75;3.15
2;Pimientos rojos asados Hacendado en tiras extra;1.35;5.63
2;Judías verdes redondas Hacendado;1.25;1.89
2;Pimientos asados en tiras Hacendado;2.40;8.28
2;Corazones de alcachofas Hacendado;1.85;4.74
2;Corazones de alcachofa Hacendado;1.90;6.55
2;Corazones de alcachofa Hacendado;3.00;11.54
2;Zanahoria en tiras Hacendado;1.30;3.06
2;Judías verdes planas Hacendado;1.25;1.89
2;Remolacha en tiras Hacendado;1.35;3.18
2;Macedonia de verduras Hacendado;0.90;1.68
2;Verduras asadas Hacendado;2.90;10.00
2;Patatas cocidas;1.90;2.88
2;Palmito al natural entero Hacendado;2.65;6.46
2;Pimientos en tiras condimentados Hacendado;1.15;3.97
2;Ensalada china Hacendado con mazorquitas;1.30;4.64
2;Brotes germinados Hacendado;1.60;5.82
2;Cebolla caramelizada Hacendado;1.70;8.95
2;Yemas de espárragos Hacendado;3.25;10.48
2;Mazorquitas de maíz agridulce Hacendado;2.60;7.43
2;Chucrut al estilo bávaro Hengstenberg;2.20;3.24
2;Acelgas troceadas Hacendado;1.75;2.65
2;Espárragos Hacendado blancos gruesos;3.00;8.70
2;Corazones de alcachofa Hacendado;2.40;5.58
2;Piña en su jugo Hacendado rodajas;2.45;3.60
2;Piña en su jugo Hacendado rodajas;1.95;2.37
2;Melocotón en almíbar Hacendado;2.05;2.44
2;Melocotón en almíbar Hacendado;2.45;4.08
2;Melocotón light Hacendado sin azúcares añadidos;1.40;3.50
2;Macedonia mix de frutas en almíbar Hacendado;2.00;4.76
2;Dulce de membrillo Hacendado 0% azúcares añadidos;2.30;5.75
2;Postre de manzana Jamar;1.90;2.68
2;Dulce de membrillo taco Hacendado;2.10;8.40
2;Gazpacho tradicional Hacendado;2.15;2.17
2;Gazpacho tradicional Hacendado;1.60;1.60
2;Salmorejo al estilo cordobés Hacendado;2.65;2.68
2;Salmorejo al estilo cordobés Hacendado;2.20;2.20
2;Gazpacho fresco Hacendado;2.70;2.70
2;Gazpacho fresco Hacendado;1.00;3.03
2;Salmorejo fresco Hacendado;3.00;3.00
2;Salmorejo fresco Hacendado;1.25;3.79
2;Crema de calabaza y zanahoria Hacendado;1.70;4.86
2;Crema de espárragos Hacendado;1.70;4.86
2;Crema de verduras Hacendado;1.70;4.86
2;Crema de pollo Hacendado con verduras;1.00;2.00
2;Crema de calabaza Hacendado;1.00;2.00
2;Crema de verduras Hacendado;1.00;2.00
2;Puré de patatas Hacendado en copos;2.00;4.00
2;Crema de setas Starlux con champiñones;1.60;3.20
2;Crema de calabacín Starlux con queso de cabra;1.50;3.00
2;Crema de calabacín Hacendado;1.70;4.86
2;Crema de lentejas Hacendado;1.70;4.86
2;Sopa de pollo Gallina Blanca con fideos finos;0.85;11.97
2;Sopa de pollo Hacendado con fideos finos;0.50;6.94
2;Sopa maravilla Hacendado;0.65;7.65
2;Sopa de miso;2.25;0.75
2;Sopa de verduras Hacendado;0.65;12.75
2;Sopa de cocido Hacendado;0.65;9.03
2;Sopa de cebolla Hacendado;0.65;15.12
2;Caldo de pollo Hacendado;0.80;0.80
2;Caldo de pollo casero Gallina Blanca;2.20;2.20
2;Caldo de pescado Hacendado;1.00;1.00
2;Caldo de cocido casero Gallina Blanca;2.20;2.20
2;Caldo de verduras Hacendado;1.00;1.00
2;Caldo de marisco o fideuá para paella Hacendado con sofrito;2.00;2.00
2;Caldo de pollo Hacendado bajo en sal;1.20;1.20
2;Caldo para paella de carne Hacendado con sofrito;2.25;2.25
2;Fumet caldo de pescado Hacendado;3.00;3.16
2;Caldo de cocido Hacendado;0.90;0.90
2;Caldo de carne Hacendado en pastillas;0.85;7.08
2;Caldo de pollo Avecrem en pastillas;2.95;12.29
2;Caldo de pescado Hacendado en pastillas;0.85;7.08
2;Doble caldo sabor clásico carne Knorr en pastillas;1.65;10.31
2;Caldo de pollo Hacendado en pastillas;1.40;5.83
2;Caldo de verduras Hacendado en pastillas;0.85;7.08
2;Tomate triturado Hacendado;0.98;1.23
2;Tomate triturado Hacendado;0.65;1.63
2;Tomate frito Hacendado;1.35;1.13
2;Tomate frito Hacendado;0.95;1.51
2;Tomate frito Hacendado;0.90;1.61
2;Tomate frito receta artesana Hacendado;2.00;3.57
2;Tomate frito receta artesana Hacendado;1.50;5.00
2;Tomate frito estilo casero Hacendado;1.20;3.16
2;Tomate troceado pelado Hacendado;0.80;1.95
2;Tomate frito Hida;1.75;4.38
2;Fritada pisto Hacendado;1.30;3.42
2;Tomate entero pelado Hacendado;1.35;1.69
2;Tomate frito Hacendado con aceite de oliva;1.40;2.22
2;Tomate frito sin azúcares añadidos Hacendado;1.10;1.96
2;Tomate doble concentrado Hacendado extra;1.05;6.18
2;Tomate para untar Hacendado con aceite de oliva;1.65;5.16
2;Tomate tamizado sin piel Hacendado;0.90;2.31
2;Tomate seco Hacendado en aceite de oliva;2.30;12.11
2;Acondicionador Suavidad y Brillo Deliplus todo tipo de cabello;1.60;1.60
2;Acondicionador Repair & Nutrition Deliplus cabello seco y dañado;1.40;4.67
2;Acondicionador instantáneo Kids Deliplus;1.60;6.40
2;Acondicionador instantáneo Repair & Nutrition Deliplus cabello seco y dañado;2.50;6.25
2;Acondicionador Repara & Protege Pantene;4.00;16.00
2;Acondicionador Protector Color Vive Elvive cabello teñido o con mechas;3.40;13.60
2;Acondicionador instantáneo Hydra hyaluronic Deliplus cabello de normal a seco;1.80;7.20
2;Acondicionador Liso Keratina TRESemmé cabello encrespado o dañado;2.95;8.43
2;Acondicionador instantáneo maracujá Deliplus;2.15;8.60
2;Mascarilla Repair & Nutrition Deliplus cabello seco y dañado;2.05;5.13
2;Mascarilla Argan Oil Deliplus cabello seco y dañado;2.50;6.25
2;Mascarilla Liss Frizz Control Deliplus cabello rebelde;2.05;5.13
2;Mascarilla Curl Perfect Deliplus cabello rizado;2.50;6.25
2;Mascarilla Repara & Protege Pantene cabello dañado y seco;2.85;14.25
2;Mascarilla Color Intense Deliplus cabello teñido o con mechas;2.05;5.13
2;Mascarilla sin aclarado Repair & Nutrition Deliplus cabello seco y dañado;3.70;24.67
2;Mascarilla Natural Deliplus todo tipo de cabello;2.50;6.25
2;Mascarilla sin aclarado Argan Oil Deliplus cabello seco y dañado;3.80;25.33
2;Mascarilla Silver Blond Deliplus cabello rubio. decolorado y grises.;3.95;19.75
2;Mascarilla Protectora Color Vive Elvive cabello teñido o con mechas;4.40;14.19
2;Mascarilla Plex Repair Deliplus cabello muy dañado;2.50;12.50
2;Mascarilla sin aclarado Curl Perfect Deliplus cabello rizado;4.00;20.00
2;Mascarilla Hydra hyaluronic Deliplus cabello de normal a seco;2.05;10.25
2;Mascarilla Hidra Hialurónico Elvive cabello deshidratado;4.40;14.19
2;Mascarilla Ultra Platinum Deliplus cabello gris. rubio y decolorado;3.95;19.75
2;Mascarilla intensiva Liso Keratina 1 Minute Wow! TRESemmé cabello encrespado o dañado;2.65;15.59
2;Ampollas tratamiento intensivo Repara & Protege Pantene cabello dañado;4.45;1.48
2;Hidrocrema Liss Frizz Control Deliplus cabello rebelde;2.75;13.75
2;Sérum Be Radiant 10 en 1 Deliplus cabello apagado;4.00;40.00
2;Sérum Plex Repair Deliplus cabello muy dañado;4.00;40.00
2;Sérum oil Curl Perfect Deliplus cabello rizado;4.00;40.00
2;Tratamiento Anti Frizz Deliplus todo tipo de cabello;4.60;23.00
2;Sérum Liss Frizz Control Deliplus iluminador;3.50;35.00
2;Sérum Anticaída Fortificante Deliplus;6.00;60.00
2;Champú protección y brillo Deliplus todo tipo de cabello;1.50;1.50
2;Champú Repair & Nutrition Deliplus cabello seco y dañado;1.70;4.25
2;Envase rellenable Deliplus tamaño viaje;0.90;0.90
2;Champú Argan Oil Deliplus cabello seco y dañado;2.05;5.13
2;Champú Repara & Protege Pantene cabello débil y dañado;3.55;11.83
2;Champú Detox Deliplus cabello graso;2.05;5.13
2;Champú Hydra hyaluronic Deliplus cabello de normal a seco;1.80;4.50
2;Champú Color Intense Deliplus cabello teñido o con mechas;1.80;4.50
2;Champú Liss Frizz Control Deliplus cabello rebelde;1.80;4.50
2;Champú Natural Deliplus todo tipo de cabello;2.05;5.13
2;Champú Color Vive Elvive cabello teñido o con mechas;3.45;11.50
2;Champú Curl Perfect Deliplus cabello rizado;2.35;5.88
2;Champú seco O'lysee;2.00;10.00
2;Champú Dermo Sensitive Deliplus cuero cabelludo sensible;2.05;5.13
2;Champú Extra Suave Deliplus todo tipo de cabello;1.80;2.40
2;Champú Volumen Deliplus cabello fino y sin volumen;2.05;5.13
2;Champú Zero Deliplus todo tipo de cabello;2.05;5.13
2;Champú Plex Repair Deliplus cabello muy dañado;2.35;5.88
2;Champú Hidra Hialurónico Elvive cabello deshidratado;3.45;11.50
2;Champú Silver Blond Deliplus cabello rubio. decolorado y grises.;2.75;6.88
2;Champú Liso Keratina TRESemmé cabello encrespado o dañado;2.95;8.43
2;Champú Anticaída Fortificante Deliplus;2.05;5.13
2;Champú anticaspa Citrus Fresh H&S cabello graso;4.45;11.13
2;Champú anticaspa Menthol Fresh H&S;4.45;11.13
2;Champú y acondicionador anticaspa Classic 2 en 1 H&S;4.45;11.13
2;Champú anticaspa Citric Ultrex cabello graso;2.30;6.39
2;Champú anticaspa Menthol Ultrex todo tipo de cabello;2.30;6.39
2;Champú y acondicionador anticaspa Classic 2 en 1 Ultrex todo tipo de cabello;2.30;6.39
2;Champú infantil Kids 3 en 1 Deliplus;1.70;5.67
2;Loción infantil elimina liendres y piojos Deliplus;5.00;33.33
2;Champú Protect Triple Action Deliplus preventivo y protector;2.50;8.33
2;Instant conditioner Protect Triple Action Deliplus preventivo y sin aclarado;2.30;9.20
2;Coloración permanente 1 negro Deliplus;3.90;3.90
2;Coloración permanente 2.10 negro azulado Deliplus;3.90;3.90
2;Coloración permanente Garnier 1.0 ultra negro;3.90;3.90
2;Mascarilla cabello negro Deliplus;2.10;2.10
2;Coloración sin amoníaco L'Oréal 323 negro chocolate;6.60;6.60
2;Coloración permanente 1 negro Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 1.88 negro azulado intenso Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 3 castaño oscuro Deliplus;3.90;3.90
2;Coloración permanente 4 castaño medio Deliplus;3.90;3.90
2;Coloración permanente 4.15 chocolate helado Deliplus;3.90;3.90
2;Coloración permanente 5 castaño claro Deliplus;3.90;3.90
2;Coloración permanente 5.77 castaño claro marrón intenso Deliplus;3.90;3.90
2;Coloración permanente 5.79 marrón chocolate Deliplus;3.90;3.90
2;Coloración permanente 6.15 marrón macadamia Deliplus;3.90;3.90
2;Coloración permanente 6.25 marrón avellana Deliplus;3.90;3.90
2;Coloración permanente 6.35 marrón caramelo Deliplus;3.90;3.90
2;Coloración permanente Garnier 5.0 castaño luminoso;3.90;3.90
2;Coloración permanente Garnier 5.35 castaño canela;3.90;3.90
2;Coloración permanente L'Oréal 3 castaño oscuro;8.90;8.90
2;Coloración permanente L'Oréal 4 castaño;8.90;8.90
2;Coloración permanente L'Oréal 5 castaño claro;8.90;8.90
2;Coloración sin amoníaco L'Oréal 400 castaño;6.60;6.60
2;Coloración sin amoníaco L'Oréal 503 castaño dorado;6.60;6.60
2;Mascarilla cabello chocolate Deliplus;2.10;2.10
2;Coloración permanente 3 castaño oscuro Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 4 castaño Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 4.15 chocolate helado Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 5 castaño claro Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 5.1 castaño claro ceniza Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 5.35 chocolate Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 6.34 caramelo miel Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 6.74 marrón cobrizo Deliplus 0% amoníaco;3.90;3.90
2;Coloración permanente 4.5 caoba oscuro Deliplus;3.90;3.90
2;Coloración permanente 6.60 rojo pasión Deliplus;3.90;3.90
2;Coloración permanente 7.43 cobre cálido Deliplus;3.90;3.90
2;Coloración permanente 8.6 rojo intenso Deliplus;3.90;3.90
2;Coloración permanente Garnier 3.16 violín intenso;3.90;3.90
2;Coloración permanente Garnier 6.60 rojo intenso;3.90;3.90
2;Coloración permanente 5.20 violín Deliplus;3.90;3.90
